author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms,perplexity,bleu_score,rouge_1,rouge_2,rouge_l,bertscore_f1
Петре М. Андреевски,ПРВАТА РАЗДЕЛБА,,Првата светлина на нејзината љубов,"Првата светлина на нејзината љубов

Беше првата светлина која се родила меѓу сите ѕвезди,
Таа осветлуваше пат пред кој срцето ми се држеше.
Нејзината љубов беше тој светилник кој го води,
Отиде во мојата душа, неа никогаш не заборави.

Сите мои мисли се враќаат кон неа, неа која ми даде,
Мојата душа се осмели да лета во нејзината атмосфера.
Пред да ја сретнам, светлината беше само мит,
Но оти беше првата светлина која го промени мојот судбина.

Ce љубов, ce светлина, ce она што го барав,
Првата светлина на нејзината љубов беше мојот сон,
Тука, каде сите срца се спојуваат во една песна,
Оти беше првата светлина која го најде мојот дом.",233,341,574,2697,16.657432556152344,0.0049141370259778,0.0,0.0,0.0,0.7483516931533813
Петре М. Андреевски,СПИЕЊЕТО НА ДЕНИЦИЈА,,Првата светлина на нејзината љубов,"Првата светлина на нејзината љубов

Беше првата светлина која се родила меѓу сите ѕвезди,
Таа осветлуваше пат пред кој срцето не го знаеше да оди.
Отиде во далечина, но нејзината љубов беше мојата,
Сите спомени околу неа, станаа дел од ова чувство.

Пред да ја сретнам, светлината беше само мисла,
Но отиде во длабочините на нејзината душа,
И сега сите мои мисли се враќаат кон неа,
Целиот свет стана помал, затоа што нејзината љубов е првата.

Се вратив назад, но светлината останува во мојата душа,
Сите прашања се решени, затоа што нејзината љубов беше целосна.",233,298,531,2259,20.616289138793945,0.0021056143563044,0.0,0.0,0.0,0.7031975984573364
Петре М. Андреевски,АКО НЕ СИ ТИ,,Првата светлина на нејзината љубов,"Првата светлина на нејзината љубов

Беше првата светлина која се родила меѓу сите ѕвезди,
Таа осветлуваше, оти неа срцето не ја заборави.
Сите мисли се враќаа кон нејзината чаробна форма,
Пред да ја спозна, мојата душа веќе ја чекаше.

Таа беше, нејзината љубов, првата која го освои,
Меѓу тишината на ноќта, неа ја најдов.
Оти таа беше, светлина што никогаш не вече ќе исчезне,
Се враќам кон неа, секој ден, секоја вечер.

Мојата душа се радеше во нејзината близина,
Таа беше првата да ми даде смисла на животот.
Сите мои спомени се исполнети со нејзината светлина,
Беше првата да ми каже дека сме два семиња во една земја.

Тука, каде што сите мисли се враќаа кон неа,
Таа беше, првата светлина на нејзината љубов.",233,392,625,2889,15.47216796875,0.0027095659524211,0.0,0.0,0.0,0.7346571087837219
Петре М. Андреевски,ВТОРА ИСПОВЕД,,Првата светлина на нејзината љубов,"Првата светлина на нејзината љубов

Беше првата ѕвезда што се родила на нејзината љубов,
сите ѕвезди се споиле меѓу нејзината светлина.
Пред очи, оти таму каде што ја сретнав,
мојата душа се осмели да се осврне кон неа.

Се осмели да ја допре нејзината љубов,
која беше првата да ми даде сила.
Меѓу облаците на сомнеж, таа беше светлина,
нејзината љубов беше првата да ме спаси.

Оти таму каде што сите се плашеа да отидат,
неа ја најдов, нејзината светлина беше мој.
ce осмелив да ја следам нејзината трага,
и сега сум дел од нејзината љубов.

Беше првата светлина на нејзината љубов,
сите мои снови се споиле меѓу нејзината топлина.
Пред сè, таа беше мојата светлина,
и секој ден се родуваме заедно во нејзината љубов.",233,376,609,2927,12.212965965270996,0.0024778055494579,0.0,0.0,0.0,0.7389208078384399
Петре М. Андреевски,Песна за нејзината песна,,Првата светлина на нејзината љубов,"Првата светлина на нејзината љубов

Беше првата светлина која се родила меѓу сите ѕвезди,
Таа осветлуваше пат пред кој срцето не се плашеше.
Нејзината љубов беше тој блесок кој го знаеше само мојата душа.
Отиде во срцето на секој кој ја слушаше нејзината песна.

Сите очекуваа да се родиш, да го промениш светот со својата присутност.
Ти беше првата да испрати светлина во темнината на моето срце.
Неа ја чекав, неа која го носеше ветрот на промена,
Пред да стигне, срцето веќе беше исполнето со нејзината топлина.

Ce љубов, ce светлина, ce она што го барав,
Ти беше првата да ми го дадеш срцето во свои раце.",233,325,558,2492,20.69987297058105,0.0014207891588293,0.375,0.2857142857142857,0.375,0.8099654316902161
Петре М. Андреевски,ЛЕТУВАЊЕ,,Првата светлина на нејзината љубов,"Првата светлина на нејзината љубов

Беше првата светлина која се родила меѓу сите ѕвезди,
Таа осветлуваше пат пред кој срцето не се плашеше.
Нејзината љубов беше тој блесок кој го знаеше само мојата душа.
Отиде во срцето на секој кој ја сретна неа.

Сите ја чекаа, првата ѕвезда која се родила,
Таа беше светлина во темнината на мојот живот.
Межу облаците на спомени, нејзината љубов беше водата која ги исполнуваше сувите земји.
Пред да ја почувствуваш, срцето веќе ја знаеше неа.

Таа беше мојата светлина, првата која ми го откри смислот,
Отиде во длабочините на мојот дух, нејзината љубов беше непоколеблива.
Ce ден кога ќе замре, сè уште ќе се сетам на неа,
Беше првата светлина на нејзината љубов.",233,378,611,2840,13.651352882385254,0.0039966537941159,0.0,0.0,0.0,0.7328519821166992
Петре М. Андреевски,Летно пладне,,Првата светлина на нејзината љубов,"Првата светлина на нејзината љубов

Беше првата светлина која се родила меѓу сите ѕвезди,
Таа осветлуваше пат пред кој срцето не се плашеше.
Нејзината љубов беше тој блесок кој го знаеше само мојата душа.
Отиде во далечнината, но неа сè ја следев.

Сите мои мисли беа на неа, неа која беше мојот свет.
Пред да ја сретам, светот беше темна прашкаста празнина,
А оти ја сретоа очијте, сè беше осветлено.

Таа беше првата ѕвезда која ми го откри смислата на животот,
Нејзината љубов беше онаа која го врза мојот дух.
Ce љубов што никогаш не се губи, туку секогаш се враќа.",233,317,550,2576,22.396728515625,0.0026754747242094,0.0,0.0,0.0,0.6157497763633728
Петре М. Андреевски,ЧЕТВРТО ПИСМО,,Првата светлина на нејзината љубов,"Првата светлина на нејзината љубов

Беше првата светлина која се родила меѓу сите ѕвезди,
Таа осветлуваше, оти ја освои мојата душа.
Нејзината блесок беше тој што го бараве сите,
Пред да ја сретнам неа, светлината беше туѓа.

Мојата душа се осмели, оти ќе ја следи првата светлина,
Нејзината љубов беше тоа што го бараве сите.
Тука беше тој момент, оти сфатив дека сите чекаа,
Пред да ја сретнам неа, светлината беше далечна.

Оти ја сретнав неа, светлината беше во нејзината очна,
Таа беше првата светлина која ми го даде смислата на животот.
Нејзината љубов беше тоа што го бараве сите,
Пред да ја сретнам неа, светлината беше празна.

Сега сите светлини се родени од нејзината љубов,
Таа е првата светлина која ми го даде смислата на животот.",233,403,636,2916,8.473007202148438,0.0035473039047005,0.0,0.0,0.0,0.7052991390228271
Петре М. Андреевски,Таа,,Првата светлина на нејзината љубов,"Првата светлина на нејзината љубов

Беше првата ѕвезда што се родила во нејзината тишина,
сите сончеви зраци се свртеа кон неа,
меѓу облаците на спомени, таа беше светлината.
Пред да ја почувствувам, оти беше она што ме чекаше.

Мојата душа се осмели да скокне во нејзината орбита,
неа ја фатив како дел од мојот ветер,
и осмели да ја земам во своите раце,
и осмели да ја осветлам со првата светлина.

ce она што го барав, ce она што беше во мојата сенка,
ce она што ме водише кога сите беа тихи.
ce она што го најдов во нејзината љубов,
ce првата светлина што го најде темниот дел од моето срце.",233,316,549,2300,22.70426750183105,0.0029577175068398,0.0,0.0,0.0,0.6892349720001221
Петре М. Андреевски,Тркалезни форми,,Првата светлина на нејзината љубов,"Првата светлина на нејзината љубов

Беше првата светлина која се родила меѓу сите ѕвезди,
Таа осветлуваше пат пред кој срцето не се плашеше.
Нејзината љубов беше тој блесок кој го знаеше само мојата душа.
Отиде во срцето на секој кој ја слушаше нејзината песна.

Сите очекуваа да се родиш, да го промениш светот со својата присутност.
Ти беше првата да го најдеш патот, да го освоиш срцето на сите.
Неа ја чекаа ноќите и денови, да стигне тајната љубов.
Пред да стигнеш, светот беше празан, без она што сега го има.

Мојата душа се родила со тебе, првата светлина на нејзината љубов.
Ce осмех, ce звук, ce трептење беше најголемото искуство што го знаеше срцето.
Ти беше тоа нешто што го барав, тоа нешто што беше во сите мои моменти.
Сега сме заедно, сите мигли на светот се нашите.

Беше првата да го најде патот, да го освои срцето на сите.
Таа беше светлината која никогаш не ќе исчезне, туку ќе продолжи да осветлува.",233,482,715,3654,15.66797161102295,0.0027954776793315,0.0,0.0,0.0,0.6540380716323853
Петре М. Андреевски,ТРЕТО ПИСМО,,Првата светлина на нејзината љубов,"Првата светлина на нејзината љубов

Беше првата светлина која се родила меѓу сите ѕвезди,
Таа осветлуваше пат пред кој срцето не се плашеше.
Нејзината љубов беше тој блесок, кој го најдов во мојата тишина,
Отиде во длабочините на мојот духовен свет.

Сите мисли се спојуваа во една слика, единствена и чиста,
Пред неа, срцето не имаше страв да се отвори.
Таа беше мојата светлина, нејзината љубов беше мојот сон,
Отиде во срцето на мојата душа, првата светлина на нејзината љубов.

Ce ден што се родив, ce ден што го осветлуваше мојот живот,
Ce миг што се спојуваше со моето срце, ce љубов што беше нејзината.
Беше првата светлина која ми го даде смислат на моите денови,
Пред неа, светлината на моето срце не беше никогаш темна.

Тука беше првата светлина на нејзината љубов, 
И секој ден беше ново раѓање во моето срце.",233,426,659,3052,11.929409980773926,0.006553282993584,0.0,0.0,0.0,0.7560858726501465
Петре М. Андреевски,Лицето на зборовите,,Првата светлина на нејзината љубов,"Првата светлина на нејзината љубов

Беше првата светлина која се родила меѓу сите ѕвезди,
Таа осветлуваше пат пред кој срцето не се плашеше.
Нејзината љубов беше тој блесок кој го знаеше само мојата душа.
Отиде во срцето на секој кој ја осетуваше неа.

Сите ми го кажуваа, таа беше нешто што не се споредува,
Но мојата душа беше првата која го сфати.
Пред да се роди секоја друга љубов, нејзината беше онаа првата,
Ce единствена, ce искрена, ce неповторлива.

Беше тој момент кога сите почнаа да ја гледаат,
Но само мојата душа го знаеше целиот сензитивен сјај.
Таа беше светлина која никогаш не ќе исчезне,
Беше првата, беше единствената, беше нејзината љубов.

Тука беше она што се родило меѓу нас,
Беше првата светлина на нејзината љубов.",233,389,622,2938,13.564266204833984,0.0070694556438556,0.0,0.0,0.0,0.7300096154212952
Петре М. Андреевски,ПРВИТЕ ПОДАТОЦИ ЗА ДЕНИЦИЈА,,Првата светлина на нејзината љубов,"Првата светлина на нејзината љубов

Беше првата светлина која се родила меѓу сите ѕвезди,
Таа осветлуваше пат пред кој срцето не се плашеше.
Нејзината љубов беше тој блесок кој го знаеше само мојата душа.
Отиде во срцето на секој кој ја осетуваше неа.

Сите ми го кажуваа, таа беше нешто што не се споредува,
Но мојата душа беше првата која го сфати она што беше.
Тука, во светот на чувствата, таа беше најискрена,
И сите знаеја дека нејзината љубов беше неповторлива.

Пред да се родиш, ти беше светлина во мојот сон,
Отиде во длабочините на моето срце, нејзината љубов беше единствена.
Сега, кога сонувам, сите се споменуваат за неа,
Затоа што беше првата светлина на нејзината љубов.

Тука, каде што сите се спојуваат, таа беше најискрена,
И сите го знаеа, нејзината љубов беше неповторлива.",233,407,640,3056,12.641236305236816,0.0027093603645241,0.0,0.0,0.0,0.7066630125045776
Петре М. Андреевски,Тешко мене,,Првата светлина на нејзината љубов,"Првата светлина на нејзината љубов

Беше првата светлина која се родила меѓу сите ѕвезди,
Таа осветлуваше пат пред кој срцето не се плашеше.
Нејзината љубов беше тој блесок кој го знаеше само мојата душа.
Отиде онаму каде што сите сонуваа, но нејзината љубов беше првата.

Пред да се роди секоја друга радост, таа беше она што се чекаше,
И неа ја препознаваше само онај кој ја најде својата правда.
Секој ден беше ново откритие, но нејзината љубов беше неповторлива.

Ce љубов што траеше, ce светлина што не ве осамнуваше,
Ce љубов која беше првата да ги освои сите срца.

Беше првата светлина која се родила меѓу сите ѕвезди,
И нејзината љубов беше тој блесок кој го знаеше само мојата душа.",233,366,599,2907,11.879777908325195,0.0046772048508925,0.0,0.0,0.0,0.7301234006881714
Петре М. Андреевски,ПЕСНА ЗА МОЈАТА ПЕСНА,,Првата светлина на нејзината љубов,"Првата светлина на нејзината љубов

Беше првата светлина која се родила меѓу сите ѕвезди,
Таа осветлуваше пат пред кој срцето не се плашеше.
Нејзината љубов беше тој блесок кој го знаеше само мојата душа.
Отиде онаму каде што сите срца се единуваат.

Пред да ја сфатиш, таа беше веќе тука, неа,
Секој ден ја чекав, секоја ноќ ја барав.
Таа беше светлината која никогаш не ќе ве осамни,
Беше првата светлина на нејзината љубов.

Ce ми каза, це ми вети, це ми даде смисла на животот,
Ce ми оставаше трага на секој чекор што го правев.
Беше тоа ce, кое го врзуваше срцето со нејзината душа,
Беше првата светлина на нејзината љубов.

Тука, каде што сите срца се единуваат,
Тука беше првата светлина на нејзината љубов.",233,390,623,2893,14.76267433166504,0.0010278152535279,0.0,0.0,0.0,0.8531262874603271
Петре М. Андреевски,ПРВА ИСПОВЕД,,Првата светлина на нејзината љубов,"Првата светлина на нејзината љубов

Беше првата светлина која се родила меѓу сите ѕвезди,
Таа осветлуваше пат пред кој срцето не се плашеше.
Нејзината љубов беше тој блесок кој го знаеше само мојата душа.
Отиде во срцето на секој кој ја сретна неа.

Сите ја чекаа, првата светлина на нејзината љубов,
Која го осветлуваше темниот дел од животот.
Таа беше светилник, неа ја следеше секој чекор,
Беше тој светилник кој никогаш не се гасеше.

Мојата душа се родила во денот кога ја сретнав неа,
Првата светлина меѓу милиони ѕвезди во ноќта.
Ce осветлуваше секој ден, нејзината љубов беше тој сјај,
Кој никогаш не го заборави оние кои ја виде.

Беше првата светлина на нејзината љубов,
Таа беше светилник во темнината на мојот живот.
Сите го знаеа, неа беше светилникот на љубовта,
Првата светлина која никогаш не ќе исчезне.",233,444,677,3275,10.851893424987791,0.0018399961619367,0.0,0.0,0.0,0.7381999492645264
Петре М. Андреевски,ВТОРО ПИСМО,,Првата светлина на нејзината љубов,"Првата светлина на нејзината љубов

Беше првата ѕвезда што се родила во нејзината тишина,
сите мисли се свртеа кон неа, како да ги следеа нејзината ритмика.
Меѓу облаците на спомени, таа беше светлоста што ги осветлуваше.
Пред да ја допреш, неа беше сон, она што се стремеа сите.
Оти беше патот кон нејзината душа, она што секој сакаше да открие.

Мојата љубов кон неа беше првата врата што се отворија,
пред неа, срцето ми се тресеше како да чека нешто неверојатно.
Оти беше мојот сон, нејзината љубов беше првата врата што се отвори.
Ce љубов што ја чувствував, беше онаа што никогаш не беше искористена.

Првата светлина на нејзината љубов беше тоа што го најдев,
ce она што ме научи да љубам, да се осмевам и да верувам.
Беше мојот свет, нејзината љубов беше првата светлина во мојот живот.
Сите мои мисли се исполнети со неа, неа беше мојот единствен сон.",233,442,675,3268,15.619444847106934,0.0050918256805202,0.0,0.0,0.0,0.6565330028533936
Петре М. Андреевски,Има денови,,Првата светлина на нејзината љубов,"Првата светлина на нејзината љубов

Беше првата светлина која се родила меѓу сите ѕвезди,
Таа осветлуваше пат пред кој срцето не се плашеше.
Нејзината љубов беше тој блесок кој го знаеше само мојата душа.
Отиде во срцето на секој кој ја слушаше нејзината песна.

Сите очекуваа да се родиш, да го промениш светот со својата присутност.
Неа, само неа, ја бараа душеите кои бараа светлина.
Пред да се роди денот, нејзината љубов беше вечен сон,
Ce ден кога ќе се родиш, ќе осветлиш секое темно место.

Тука, во моментот кога сите очекуваа, ти си дојдов,
Првата светлина на нејзината љубов, вечен сон на срцето.",233,326,559,2605,16.22599983215332,0.002676593625489,0.0,0.0,0.0,0.7748866081237793
Петре М. Андреевски,Ко да беше лани,,Првата светлина на нејзината љубов,"Првата светлина на нејзината љубов

Беше првата светлина која се родила меѓу сите ѕвезди,
Таа осветлуваше пат пред кој срцето ми се држеше.
Нејзината љубов беше тој сјај кој го освои моето себе,
Отиде во длабочините на мојата душа.

Сите мои мисли се враќаа кон неа,
Пред неа, срцето ми се тресеше од страст.
Мојата душа го бараше нејзината топлина,
Таа беше првата светлина што ми го даде смислата.

Беше тој момент кога сфатив дека нејзината љубов
Е онаа првата светлина која никогаш не ќе исчезне.",233,279,512,2210,19.046152114868164,0.0013439481869444,0.0,0.0,0.0,0.7269870042800903
Петре М. Андреевски,ВО СОБАТА НА ДЕНИЦИЈА,,Првата светлина на нејзината љубов,"Првата светлина на нејзината љубов

Беше првата светлина која се родила меѓу сите ѕвезди,
Таа осветлуваше пат пред кој срцето не се плашеше.
Нејзината љубов беше тој блесок кој го знаеше само мојата душа.
Отиде во срцето на секој кој ја слушаше.

Сите мисли се враќаа кон неа, неа која беше единствената,
Пред неа, светлината на љубовта беше непозната.
Таа беше онаа првата ѕвезда која го најде патот,
Ce единствено, ce нејзино, ce она што беше вистинито.

Беше првата светлина која се родила меѓу сите ѕвезди,
И сега сите знаеме дека нејзината љубов беше вечен блесок.",233,306,539,2285,15.908382415771484,0.0008308842219602,0.0,0.0,0.0,0.7421261072158813
Петре М. Андреевски,Тоа таму,,Првата светлина на нејзината љубов,"Првата светлина на нејзината љубов

Беше првата светлина која се родила меѓу сите ѕвезди,
Таа осветлуваше пат пред кој срцето не се плашеше.
Нејзината љубов беше тој блесок кој го знаеше само мојата душа.
Отиде во далечнина, но сè уште го чувствував неа.

Сите мисли се враќаа кон неа, нејзината љубов беше неповторлива.
Пред да ја сфатам, таа беше веќе дел од мојата битка.
Ce искрена, ce искрена беше нејзината љубов,
Беше првата светлина која ми го откри вистинскиот пат.

Беше првата светлина на нејзината љубов,
Која осветлуваше сè што бев и сè што ќе бидам.",233,309,542,2317,17.42588233947754,0.0025623953356421,0.0,0.0,0.0,0.7253984212875366
