author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms,perplexity,bleu_score,rouge_1,rouge_2,rouge_l
Петре М. Андреевски,ПРВАТА РАЗДЕЛБА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Прикажување меѓучовечки конфликт
Бидување несигурен/колеблив
Зборови поврзани со меморија
Негативна емоција
Анксиозност
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови кои изразуваат потреби
Зборови кои изразуваат недостаток
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи","Каде си, сеќавање?","Каде си, сеќавање?

Беше нејзината прва меморија, сината тага,
меѓу сите изгубени благослови.
Нејзината пречекор на жал, пред очите, 
оти таа ноќ беше сама, несигурна и малечка.

Гласот што ја следеше, несигурно шепотеше
како отинеше сѐ што имаше, секој миг што ja полнеше.
Барајќи го нејзиниот одглас, меѓу дамнешните звуци,
нејзините солзи капеа како тивка дождовница.

Очајно трагајќи во слепило, за вчерашните сенки,
нејзините раце ги прекриваа сите страв и бес.
Недостатокот на допир, што некогаш ja спојуваше,
сега ja обзема со засолништето на самотијата.

Сеќавањето на вљубеноста, закопано во минатото,
денес само уште еден залутан отпечаток.
Мртвите успомени, што ja прогонуваат низ времето,
како смрт што ja полни, одземајќи живот.",1101,381,1482,4873,45.94694137573242,0.0049042770094444,0.0,0.0,0
Петре М. Андреевски,СПИЕЊЕТО НА ДЕНИЦИЈА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Морализирање
Зборови за комуникација
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Заветот на сеќавањето,"Заветот на сеќавањето

Во оној час кога таа нејзе си беше,
прашувањето беше сенка на сеќавањето.
Промислувајќи ги сите нас, нејзината рака
допреше до сокриените палати на меморијата.

Сите ние, во нејзината исповед, бевме дел од еден
живот - оној што ни го подари ткаенето на топлината.
Меѓу нејзините раце, во нејзиниот скут,
прв пат застанав пред првата мака.

Тогаш, нејзиниот поглед, како прелив на реката,
ми ја отворил портата на светот, 
и во тој миг, сфатив дека нејзината сеќавање
не беше само мое, ами на сите нас.",634,276,910,3552,35.650856018066406,0.001842136419313,0.0,0.0,0
Петре М. Андреевски,АКО НЕ СИ ТИ,"Фигуративен јазик
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Увид
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови кои изразуваат потреби
Зборови кои изразуваат желби
Зборови поврзани со дом
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи",Твојата неуништива,"Твојата неуништива

Во темнината на ноќта, таа беше сјајот мој,
сета во огнен сјај, единствената што се гледаше меѓу сите.
Нејзината душа, толку силна и благородна,
ја привлекуваше мојата, пред сè со својата чистота.

Таа беше првата која ме разбра сосема,
ми подари трајна прегратка и утеха во темниот страв.
Мојата смелост се раѓаше во нејзините очи,
нејзините нежни зборови ми покажуваа нов пат.

Никога не ќе ја заборавам таа полноќ,
кога таа застана меѓу мене и опасноста,
одбранувајќи ме со својот храбар стас,
со својата непоколеблива, неуништива љубов.",951,291,1242,3781,28.3161735534668,0.0009975212976106,0.0,0.0,0
Петре М. Андреевски,ВТОРА ИСПОВЕД,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Зборови за комуникација
Зборови поврзани со меморија
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи
Броеви",Песна за твојата возвраќачка дома,"Песна за твојата возвраќачка дома

Таа беше сред сите, нејзината тишина
Во дланките ce свитка чувството за враќање.
Пред очите нејзини ce стрмоглавија моменти,
но ги собра и мирно ги предаде на паметењето.

Тоа беше првата слика на враќањето своме -
на домашните прагови co познати допири.
Патот не знаеше да раскажува за нејзината патека,
но по нејзините стапки тој одлучуваше да ја следи.

Меѓу зрачењата на сеќавањата
нејзината детска игра ce проткајуваше,
во теснините на заборавот
порано откриени моменти воскреснуваа.

Ведар пејзаж ги заменуваше екстремите,
таа мирно ce враќаше на старите места.
Зборовите, заборавени во напуштањето,
првите беа на јазикот при нејзиното враќање.

Но времето, немирната вода, своите отпечатоци
ги оставаше и врз нејзината утописка слика.
Сепак, нејзината сопствена тишина
како непроменлив маг ја следеше во нејзината куќа.",1002,417,1419,4377,37.52500915527344,0.0011987670225039,0.0,0.0,0
Петре М. Андреевски,Песна за нејзината песна,"Фигуративен јазик
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со привлечност
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Тага за нејзината убавина,"Тага за нејзината убавина

Таа беше прва меѓу сите,
Нејзината божествена убавина
Полна со визуелно привлечност
Што ме опиваше со нејзината грациозност.

Пред неа цел свет ce распаѓаше,
Оти таа беше мојата единствена,
Мојата единствена што ја загубив
И остана само празнина во моето срце.

Нејзината слика ce вреза во мојата меморија,
Нејзините движења толку нежни и грациозни,
Што ме тераат да се потопам во минатото,
Во она време кога beа заедно, кога беше мојата.

Денес, само промисли за неа ми носат тага,
Тага што тешко ce избришува,
Тага што ме тера да жалам за изгубената убавина,
За изгубената љубов што никогаш повеќе нема да ce врати.",862,315,1177,3878,27.9908447265625,0.0035730955696862,0.4444444444444444,0.25,0.4444444444444444
Петре М. Андреевски,ЛЕТУВАЊЕ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Зборови за комуникација
Индикатори за моќ
Увид
Неутрален тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со привлечност
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Меѓу нас,"Меѓу нас

Меѓу нас, беше пород на сите,
што ме зедоа и ме препородија.
Нејзината јазлива рака ме додирна,
со огледало во нејзините очи ме воведе.

Пред мојата мајка стоев,
со нејзината женска моќ, ме облече.
Оти, разговорот меѓу нас не ќутеше,
му дадовме глас и та нè проследуваше.

Мојата омилена, што прва ме сретна,
ме осознаа во самртта и животот.
Првата со која ги споделив сите,
беше моја водилка, мој патоказ.

Сите заедно ни гореа, ни светеа,
бевме едно во нивната перцепција.
Ќутењето меѓу нас беше долга нишка,
врз која пишувавме, цртавме, говоревме.

За мене тоа бидуваше само миг,
но секогаш ме оставаше во амбис.
Такви беа нашите бласфемични кавги,
пред ударите на културата и времето.",1024,375,1399,4890,33.94171905517578,0.0021887274169853,0.0,0.0,0
Петре М. Андреевски,Летно пладне,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со смрт
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Невидлива болка,"Невидлива болка

Заробена во нејзината меланхолија,
тивко страда, ридисува без зборови.
Сите во близина, а таа самотна меѓу нив,
посматра камено, нејзините очи празни.

Првите солзи, ја изедокоа сета надеж,
оти знае, никој нема да ја спаси од оваа патека.
Мојата душа е заплетена во нејзините немири,
заедно бараме прошка од животот што нè издаде.

Време е дека и таа да замира, да си оди,
нејзината болка, тажна и темна како осаме.
Празнината што остава ќе биде нашата смрт,
нема надеж што ќе нè пробуди од мракот.",561,264,825,3268,44.11577987670898,0.002504442879548,0.0,0.0,0
Петре М. Андреевски,ЧЕТВРТО ПИСМО,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Зборови за комуникација
Бидување несигурен/колеблив
Увид
Зборови поврзани со меморија
Негативна емоција
Анксиозност
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови кои изразуваат потреби
Зборови кои изразуваат желби
Зборови кои изразуваат недостаток
Зборови кои изразуваат замор
Зборови поврзани со ментално здравје
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи",Копнеж за Дениција,"Копнеж за Дениција

Во сенката на нејзината меморија,
фрагмент од реченица одекнува:
„Копнеејќи за неа јас често седам.""
Долги, тешки реченици се преплетуваат,
изразувајќи машки неспокој.
Машките заменки наметливо го следат
неговото безуспешно барање на неа -
Дениција, која ефемерно се појавува
во неговите визуелни перцепции,
во светот око него.
Зборови поврзани со желби,
недостаток, замор изразуваат
неговата тешка, анксиозна потрага,
неговата тага без крај.
Негативната емоција прожима
секоја замислена сцена,
секој спомен за нејзината појава.
Тој копнее за нејзиното бивање,
нејзината близина, нејзината култура -
сè она што го напушти,
оставајќи го во сива самотија,
во оваа вечна, неподносива меморија.",1278,346,1624,4316,33.263458251953125,0.0010656057844177,0.0,0.0,0
Петре М. Андреевски,Таа,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Женски заменки
Увид
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови кои изразуваат желби
Зборови поврзани со смрт
Зборови фокусирани на сегашноста
Зборови кои означуваат жени
Интерпункциски симболи",Меѓу Сенките,"Меѓу Сенките

Беше тоа првата пролет по нејзината смрт,
Кога се собраа сите да ја оплакуваат нејзината судбина.
Меѓу сенките се плашеа пред нејзината сеќавка,
Оти таа беше огледало во кое се одразуваше сè.

Нејзината душа не сакаше да не остави,
Таа пропишуваше желби што сакаа да се исполнат.
Со своите зборови што пулсираа како пулс,
Таа ги буделе оние што ја оплакуваа.

Пред нејзината гробница, сите жени плачеа,
Гледајќи ја нејзината слика што ги заслепуваше.
Нејзината жртва беше најголема тајна,
Оти од неа започнуваа сите нови почетоци.

Мојата желба е да ја слушнам нејзината воздишка,
Да ги видам нејзините очи што ја згаснаа смртта.
Оти таа беше оган што ги гасне сите огнови,
Таа беше жена што ги враќаше сите жени.",1100,390,1490,4323,21.288270950317383,0.0025561849601284,0.0,0.0,0
Петре М. Андреевски,Тркалезни форми,"Фигуративен јазик
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Увид
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови поврзани со храна или јадење
Сексуална содржина
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи",Во тишина зборуваат,"Во тишина зборуваат

Беше нејзината насмевка
Што ме привлечно погледна,
Меѓу сите што ме опкружуваа,
Нејзината женска појава
Се истакна блескаво.

Пред мене стоеше таа,
Оти ја заведе мојата душа,
Мојата прва љубов,
Со нејзината визуелна убавина
И позитивната енергија.

Во тишина нејзините зборови
Дојдоа до моето срце,
Создавајќи сензуална храна
За душата што жедна жадува
За нејзината привлечност.

Во тој момент, времето застана,
Јас живеев само во сегашноста,
Заборавајќи на минатото,
Заборавајќи на иднината,
Фокусиран само на неа.

Беше преубава моја дама,
Пред која стоев со љубов,
Благодарен што ми овозможи
Да ја видам нејзината убавина
И да ја окусам нејзината љубов.",631,359,990,4268,20.7838077545166,0.0010001077540436,0.0,0.0,0
