author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms,perplexity,bleu_score,rouge_1,rouge_2,rouge_l
Петре М. Андреевски,ПРВАТА РАЗДЕЛБА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Прикажување меѓучовечки конфликт
Бидување несигурен/колеблив
Зборови поврзани со меморија
Негативна емоција
Анксиозност
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови кои изразуваат потреби
Зборови кои изразуваат недостаток
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Сенки на меморија,"Сенки на меморија

Меѓу сенките на минатото,
Нејзината сега беше само една фраза во ехо.
Пред неа, навистина, сите нешта беа меѓу,
Растурени како пепел на ветрот.

Беше првата, сеќавањата што ja мачеа,
Скриени во темнината на нејзината душа.
Оти тага ja обвиткуваше нејзината меморија,
Говорејќи со глас што едвај може да се слушне.

Нејзината анксиозност ja скриваше секоја слика,
Што некогаш ja исполнуваа со радост и спокој.
Сега ја опколуваа само сенки на загуба,
Во поглед исполнет со очај и немоќ.

Тивко, со колебливи чекори, таа се движеше,
Немоќна да ja пронајде својата прва љубов.
Тој беше сокриен зад бремето на времето,
Што ja затрпуваше во своите непроѕирни слоеви.",1056,356,1412,8837,45.0692253112793,0.0047177403489194,0.0,0.0,0
Петре М. Андреевски,СПИЕЊЕТО НА ДЕНИЦИЈА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Морализирање
Зборови за комуникација
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Чекор по чекор,"Чекор по чекор

Беше нејзината, првата стапка,
Меѓу сите што ги сретнаа,
Пред оти бескрајната тага,
Ја обвиткуваше нејзината душа.

Мојата љубав, што беше таа,
Не можеше да ја сокрие,
Гледаше во оние очи, што ја следеа,
Во секој нејзин чекор, што ја водеше.

Време што минуваше, тивко,
Оставаше трага зад неа,
Бидувајќи љубезна, просоцијално,
Таа продолжуваше да чекори.

Со визуелна перцепција, што ја водеше,
Кон нешто што беше толку привлечно,
Во нејзината душа, негативната емоција,
Се претвораше во тага, која ја мачеше.

Од дома, што некогаш беше,
Таа се оддалечуваше, чекор по чекор,
Со увид, што ја водеше,
Кон нешто ново, што ја чекаше.

Но, зборовите што ги изговараше,
Никогаш не можеа да ја искажат,
Болката што ја чувствуваше,
Во секој нејзин чекор, што ја водеше.",1036,432,1468,9956,14.461920738220217,0.003343519338738,0.0,0.0,0
Петре М. Андреевски,АКО НЕ СИ ТИ,"Фигуративен јазик
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Увид
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови кои изразуваат потреби
Зборови кои изразуваат желби
Зборови поврзани со дом
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи",Нејзината лепота,"Нејзината лепота

Се сеќавам на првата средба,
Нејзината љубезност ме заведе.
Заобиколена од сјај, таа
Се појави меѓу сите како прва.

Нејзината убавина ме опсени,
Нејзините движења ме заробија.
Секој миг кога ја гледам,
Ја чувствувам нејзината привлечност.

Таа ми кажува за своите желби,
За своите најдлабоки потреби.
Во нејзиниот дом се чувствувам сигурно,
Заштитена од сè што е лошо.

Оти нејзината душа е бисер во океанот,
Нејзината перспектива е надвор од рамките.
Нејзината благост обвива моето битие,
И ме води низ сегашноста.",995,288,1283,7135,20.592357635498047,0.000819974254368,0.0,0.0,0
Петре М. Андреевски,ВТОРА ИСПОВЕД,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Зборови за комуникација
Зборови поврзани со меморија
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи
Броеви",Проток на меморија,"Проток на меморија

Беше мигот што се врати,
сите ткаенини на времето.
Меѓу сенки и простори,
нејзината глас одекнуваше.

Пред неа, исчезнати зборови,
оти споменот јасно горее.
Мојата рака го допира она
што првата полека одлетува.

Ce ерозира во чекори, бавни,
нечуени мелодии во меѓувреме.
Меморијата ја огрева сопствената сенка,
под бледа светлина што вечно траe.",987,201,1188,6211,69.82537078857422,0.0002971606938496,0.0,0.0,0
Петре М. Андреевски,Песна за нејзината песна,"Фигуративен јазик
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со привлечност
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Зад огледалото,"Зад огледалото

Беше нејзината слика, што одамна го презреа сите,
меѓу нас, како сепак да остана првата.
Пред да видиме ништо друго, таа ни беше пред очи,
оти тогаш нејзината убавина ја следеа нашите погледи.

Денес, нејзината тага сè уште ги сокрива нашите души,
мојата сестра, наша сестра, што некогаш сјаеше со сјај.
Меѓу сенките на вчерашните спомени, нејзината сенка се движи,
прикриена иза завесата на безвремето.

Душата ѝ тагува, а телото одамна истрошено,
само сеќавањата на нејзината раскош ни остануваат.
Во очите ни се црнеат нејзините птици, што колку и да летале,
не можеа да ја досегнат нејзината недостижна убавина.

Нејзината сенка беше навистина пред нас,
но ние не можевме да ја допреме, да ја почувствуваме.
Сега, кога ја нема, ние го сакаме сето она што ни го даде,
толку силно што секогаш ја чувствуваме во нас.",1010,415,1425,8821,24.879404067993164,0.0037531118753213,0.0,0.0,0
Петре М. Андреевски,ЛЕТУВАЊЕ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Зборови за комуникација
Индикатори за моќ
Увид
Неутрален тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со привлечност
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Пред првата стража,"Пред првата стража

Нејзината сенка пред првата стража
среде ноќта беше меѓу сите други.
Невидлива, непозната, а сепак нејзината -
нејзината душа изгуби.

Пред симболот на смртта, крвавиот месец,
нејзината сенка се плашеше да стане.
Сета наша историја, претставена во еден трен,
во нејзината моќ немаше да застане.

Оти знаеше, тој ден ќе ја одведе
во царството на мракот, неповратно.
Во светлината на денот, мошне рано,
ќе ja изгуби заувек, нејзиното семејство смртно.

Мојата рака ја испружи да ja спаси -
но, сенката нејзина беше поснажна.
Помеѓу сите, таа беше првата што замина,
а така остави мојата душа тажна.",1037,314,1351,6694,29.08296203613281,0.0034673060729843,0.0,0.0,0
Петре М. Андреевски,Летно пладне,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со смрт
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Тагата што чека,"Тагата што чека

Беше ден кога сите одеа меѓу нејзината тага,
Пред нејзината првата солза, пред нејзината голема туга.
Мојата душа тагуваше за нејзиниот болен поглед,
Оти таа тагуваше за секој изгубен одмор.

Во нејзината тага, сè се чинеше мртво и статично,
Како да запре времето, насекаде околу неа.
Секој нејзин чекор, секоја нејзина мисла, беа полни со меланхолија,
Нејзината душа беше замаглена, а нејзините очи црни.

Тажната сенка се наоѓаше меѓу нас,
Сенка што ја следеше секаде, како неа да ја чуваше.
Таа сенка на тагата, ја обвиткуваше нејзината фигура,
Станувајќи нејзина прва и последна мисла.",965,327,1292,7368,23.654924392700195,0.0027046022271606,0.0,0.0,0
Петре М. Андреевски,ЧЕТВРТО ПИСМО,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Зборови за комуникација
Бидување несигурен/колеблив
Увид
Зборови поврзани со меморија
Негативна емоција
Анксиозност
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови кои изразуваат потреби
Зборови кои изразуваат желби
Зборови кои изразуваат недостаток
Зборови кои изразуваат замор
Зборови поврзани со ментално здравје
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи",Пластове на сеќавање,"Пластове на сеќавање

Во бледите сенки на минатото,
Мојот глас ехоеше меѓу сите.
Нејзината појава пред мене,
Како фрагмент на тивка молитва.

Колебливи чекори пред првата среќа,
Неизвесноста ме тера да заглеам.
Зборовите прелетуваа како тивки птици,
Оставјајќи го мојот ум во безизлаз.

Но, тагата беше таа што ме вратиша назад,
Во светот на неизбежната меланхолија.
Низ визијата на уморот и негативните емоции,
Барав да ја пронајдам нејзината сенка.

Времето кое сега го немам,
Ми дошепнува за сите пропуштени моменти.
Тој недостаток ми дава потреба да се поткрепам,
Но, сè уште останувам несигурен во себе.",1093,326,1419,9443,36.66050720214844,0.0023590367028034,0.0,0.0,0
Петре М. Андреевски,Таа,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Женски заменки
Увид
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови кои изразуваат желби
Зборови поврзани со смрт
Зборови фокусирани на сегашноста
Зборови кои означуваат жени
Интерпункциски симболи","Значи, пред нас","Значи, пред нас

Значи, пред нас нејзината беше,
сите што меѓу нив, пред
оти мојата првата ce
низ нејзината визија, низ нејзината желба
да ce пријави за оваа сегашност.
Сите што меѓу нас
пред нејзината смрт, пред нејзиниот крај,
оти мојата жена, мојата девојка,
мојата пријателка ce.
!",1007,164,1171,3365,22.851221084594727,0.0033887905009561,0.0,0.0,0.0
Петре М. Андреевски,Тркалезни форми,"Фигуративен јазик
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Увид
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови поврзани со храна или јадење
Сексуална содржина
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи",Нејзината патека,"Нејзината патека

Името ѝ беше првата што се роди,
пред да ги видам сите други околу мене.
Нејзината светлост ме водеше меѓу сенките,
зашто нејзината душа го освети моето срце.

Чекорев по нејзината патека,
низ трњето и цветните места.
Таа ме гледаше со своите нежни очи,
и ми покажуваше каде да продолжам. 

Во нејзината прегратка ја најдов својата слобода,
нејзината љубезност ме пренесуваше напред.
Секогаш ќе ја носам во моето сеќавање,
оти нејзината милост ме спаси.",585,245,830,7761,26.227951049804688,0.0005099833618284,0.0,0.0,0
Петре М. Андреевски,ТРЕТО ПИСМО,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Зборови за комуникација
Бидување несигурен/колеблив
Увид
Сè или ништо размислување
Зборови поврзани со меморија
Негативна емоција
Анксиозност
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со перцепција на движење
Зборови кои изразуваат потреби
Зборови кои изразуваат недостаток
Зборови поврзани со ментално здравје
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Трагови на сеќавање,"Трагови на сеќавање

Ти нејзината беше,
сите трагови низ меѓу,
пред неа стоевме, оти
мојата првата гласа,
ce колебливи,
загледани во сегашноста.

Нејзините зборови, што
изразуваат потреби,
недостиг на време,
несигурна во нашето
движење и визија,
губејќи се во траги
на поминати дни.

Тага пронаоѓаше
во рамките на минатото,
чувство на анксиозност
во онаа што ќе биде.
Слики што остануваат,
по неа, врамени во
нејзината меморија.",1026,235,1261,6595,38.25065612792969,0.0013033982954342,0.0,0.0,0
Петре М. Андреевски,Лицето на зборовите,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Увид
Зборови поврзани со меморија
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со внимание
Зборови поврзани со дом
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Меѓу сеќавањата,"Меѓу сеќавањата

Во неа беше нејзината сенка,
Како да прошета низ моето сеќавање.
Пред мене излевајќи се, 
Меѓу сеќавањата на минатото.

Отвориле се сите врати,
Оти тоа беше првата.
Мојата душа ја инспирираше,
Нејзината љубезност и внимание.

Времето бавно се одвиваше,
Откривајќи трагови на минатото.
Низ нејзиниот дом што се гледаше,
Сети се на нашите културни корени.

Пред мене стоеше, 
Со меморија што ме обзема.
Во нејзиниот поглед, 
Увидов светот што ме опкружува.",1002,270,1272,7991,21.716976165771484,0.0044233068066622,0.0,0.0,0
